herb_id,engName,chiName,effect,taste,quality,shape
0303,Mexican Frangipani Flower,雞蛋花,清熱解暑、清腸止瀉、止咳化痰。主治中暑、痢疾、腹痛、咳嗽。,甘，平。,以淨花、乾燥、色黃褐、氣芳香者為佳。,乾燥花朵，黃褐色至棕褐色，皺縮，主要為5枚大形旋轉排列的花瓣。花瓣倒卵形，長約3cm，寬約1.5cm；下部合生成細管，長約1.5cm。內藏雄蕊5，花絲極短；有時可見小的卵狀子房。氣醇香，味清淡稍苦。
0304,Cockscomb Flower,雞冠花,收斂止血，止帶，止痢。用於吐血，崩漏，便血，痔血，赤白帶下，久痢不止。,甘、澀，微寒。,以色澤鮮豔、朵大而扁者為佳。,本品為穗狀花序，多扁平而肥厚，呈雞冠狀。長8~25cm，寬5~20cm，最大直徑40cm。上緣寬，具皺褶，密生線狀鱗片，下端漸窄，常殘留扁平的莖。表面紅色、紫紅色或黃白色；中部以下密生多數小花，每花宿存的苞片及花被片均呈膜質。果實蓋裂，種子扁圓腎形，黑色，有光澤。體輕，質柔韌。無臭，味淡。
0305,Japanese Honysuckle Flower Bud,金銀花,宣散風熱，清熱解毒。用於各種熱性病，如身熱、發疹、發斑、熱毒瘡癰、咽喉腫痛等證。,甘，寒。,以花蕾多、色淡、柔軟氣清香者為佳。,本品呈棒狀，上粗下細，略彎曲，長2~3cm，上部直徑3mm，下部直徑1.5mm，表面黃白色或綠白色，密被短柔毛。偶見葉狀苞片，花萼綠色、先端5裂，裂片有毛，長約2mm，開放者花冠筒狀，先端二唇形，雄蕊5附於筒壁，黃色；雌蕊1個，子房無毛，氣清香，味淡微苦。
0306,Florists Dendranthema,菊花,清熱解毒，平肝明目；疏風散熱。,苦，微寒。,以花朵完整、顏色鮮豔、清香者為佳。,滁菊：呈不規則球形或扁球形，直徑1.5~2.5cm，舌狀花類白色，不規則扭曲，內卷，邊緣皺縮，有時可見淡褐色的腺點，管狀花大多隱藏。是菊花中花瓣最為緊密的一種。
0307,Common Coltsfoot Flower,款冬花,化痰止咳，鎮咳下氣，潤肺祛痰，降逆止嘔。主治咳嗽，氣喘，肺痿，咳吐痰血等症。,辛、微苦，溫。,以2~3朵並連、蕾大、身乾、色紫紅、梗極短、無開放花朵者為佳。,款冬花花蕾呈捧狀或長橢圓形，單一或2~3並生，有時可達5朵，俗稱“連三朵”。一般長約1~3cm，直徑約0.5~0.8cm。花蕾及花柄上包有粉紫 色或淡棕褐色鱗狀苞片數層。鱗狀苞片包裹著黃棕色未成形的細小舌狀及管狀花如蜘蛛絲樣的紫狀物。氣清香，味微苦辛，嚼之如絮。
0308,Chinese Trumpetcreeper,淩霄花,行血去瘀，涼血祛風。用於經閉癓瘕，產後乳腫，風疹發紅，皮膚瘙癢，痤瘡。,甘、酸，寒。,以完整、朵大、棕黃色者為佳。,淩霄花：多皺縮捲曲，黃褐色至棕褐色，完整花朵長4~5cm。萼筒鐘狀，長2~2.5cm，裂片5，裂至中部，萼筒基部至萼齒尖有5條縱棱。花冠先端5裂，裂片半圓形，下部聯合呈漏斗狀，表面可見細脈紋，內表面較明顯。雄蕊4，著生在花冠上，2長2短，花藥個字形，花柱1，柱頭扁平。氣清香，味微苦、酸。蒴果長如莢，頂端鈍。
0309,Rose,玫瑰花,行氣解鬱，和血，止痛。用於肝胃氣痛，食少嘔惡，月經不調，跌撲傷痛。,甘、微苦，溫。,以完整、朵大、瓣厚、不露蕊、香氣濃、鮮紫色者佳。,本品略呈半球形或不規則團狀，直徑1~2.5cm。花托半球形，與花萼基部合生；萼片5，披針形，黃綠色或棕綠色，被有細柔毛；花瓣多皺縮，展平後寬卵形，呈覆瓦狀排列，紫紅色，有的黃棕色；雄蕊多數，黃褐色。體輕，質脆。氣芳香濃郁，味微苦澀。
0310,Chinese Azalea Flower,鬧羊花,驅風，除濕，消腫，止痛。治風寒濕痹，跌打損傷，痔漏，癬瘡。,辛，溫，有毒。,以花灰黃色、不黴、無其他混雜物為佳。,花多皺縮。花梗灰白色，長短不等。花萼5裂，邊緣有較長的細毛。花冠鐘狀，長至3cm，5裂，頂端卷折，表面疏生短柔毛，灰黃色至黃褐色。雄蕊較花冠為長，彎曲，露出花冠外，花藥棕黃色，2室，孔裂。商品不帶子房，花等及花梗也常除去。氣微，味微苦。
0311,Cattail Pollen,蒲黃,止血，化瘀，通淋。用於吐血、衄血、咯血、崩漏、外傷出血、經閉、痛經、脘腹刺痛、跌打腫痛、血淋濕痛。,甘、平。,以粉細、純淨、體輕、色鮮黃、滑膩感強者為佳。,花粉為黃色粉末。體輕，放水中則飄浮水面。手撚有骨膩感，易附著手指上，氣微，味淡。花粉粒類圓形或橢圓形，直徑17~29μm，表面有網狀雕紋，周邊輪廓線光滑，呈凸波狀或齒輪狀，具單孔，不甚明顯。
0312,Wild Honeysuckle Flower Bud,山銀花,清熱解毒、涼散風熱。,甘，寒。,以綠棕色、含苞待放、香氣濃者為佳。,呈棒狀而銷彎，長3~4.5cm，上部直徑2mm，下部直徑1mm，表面綠棕色至黃白色。總花梗集結成簇。開放者花冠裂片，不及全長之半，質稍硬，手捏之稍有彈性，氣清香，味微苦甘。
0313,Common Selfheal Spike,夏枯草,清火明目，散結消腫。治目赤腫痛、頭痛、瘰鬁、癭瘤、乳癰腫痛。,辛、苦，寒。,以色紫褐、穗大者為佳。,該品呈棒狀，略扁，長1.5~8cm，直徑0.8~1.5cm，淡棕色至棕紅色。全穗由數輪至10數輪宿萼與苞片組成，每輪有對生苞片2 片，呈扇形，先端尖尾狀，脈紋明顯，外表面有白毛。每一苞片內有花3 朵，花冠多已脫落，宿萼二唇形，內有小堅果4枚，卵圓形，棕色，尖端有白色突起。體輕質脆，微有清香氣，味淡。
0314,Biod Magnolia Bud,辛夷,祛風，通竅。治頭痛，鼻淵，鼻塞不通，齒痛。,辛，溫。,以花蕾未綻、緊實、完整、無枝梗、香氣濃者為佳。,武當玉蘭：長2~4cm，直徑1~2cm。枝梗粗壯，皮孔紅棕色。苞片外表面密被淡黃色或淡黃綠色茸毛，有的最外層苞片茸毛已脫落而呈黑褐色。花被片10~12~15，內外輪無顯著差異。
0315,Hindu Datura Flower,洋金花,鎮痙、鎮靜、鎮痛、麻醉的功能。其花燃燒後生成的煙對哮喘病人有較強的平喘作用。,辛，溫，有毒。,以顏色淺者為佳。,毛曼陀羅：完整者長9~11cm，花冠裂片先端呈三角形，兩花冠裂片間有短尖，柱頭呈戟狀。
0316,Wild Dendranthema Flower,野菊花,清熱解毒，消腫。對金黃色葡萄球菌、白喉桿菌、鏈球菌、綠膿桿菌、蒺疾桿菌、流感病毒，均有抑制作用。,苦、辛，微寒。,以黃色、完整、氣香者為佳。,花序呈類球形，直徑0.3~1cm，棕黃色。總苞由4~5層苞片組成。舌狀花一輪，黃色，皺縮捲曲；管狀花多數，深黃色。體輕。氣芳香，味苦。
0317,Lilac Daphe Flower Bud,芫花,瀉水逐飲，解毒殺蟲。用於水腫脹滿，胸腹積水，痰飲積聚，氣逆喘咳，二便不利；外治疥癬禿瘡，凍瘡。根皮：消腫解毒，活血止痛。用於急性乳腺炎，癰癤腫毒，淋巴結結核，腹水，風濕痛，牙痛，跌打損傷。,甘、苦，溫，有毒。,以花蕾多而整齊、淡紫色、無破碎者為佳。,該品常3~7朵簇生於短花軸上，基部有苞片1~2片，多脫落為單朵。單朵呈棒槌狀，多彎曲，長1~1.7cm，直徑約1.5mm；花被筒表面淡紫色或灰綠色，密被短柔毛，先端4裂，裂片淡紫色或黃棕色。質軟。
0318,Chinese Rose Flower,月季花,活血調經。用於月經不調、痛經。,甘，溫。,以完整、紫紅色、半開放、香氣濃者為佳。,花蕾類球形，直徑1.5~2.5cm。花托長圓形；萼片5，暗綠色先端尾尖；花瓣複瓦狀排列，有的散落，長圓形，紫紅色或淡紫紅色；雄蕊多數，黃色。體輕，質脆。氣清香，味淡、微苦。
0319,Safflower,紅花,活血通經，散瘀止痛，用於閉經，痛經，惡露不行，症瘕痞塊，胸痹心痛，癡滯腹痛，胸脅刺痛，跌撲損傷，瘡瘍腫痛。,辛，溫。,以花色紅黃、鮮豔、乾燥、質柔軟者為佳。,本品為不帶子房的管狀花，表面紅黃色或紅色，花冠筒細長，先端5裂，裂片呈狹條形，雄蕊5，花藥聚合成筒狀，黃白色；柱頭長圓柱形，頂端微分叉。質柔軟。氣微香，味微苦。
0320,Saffon Crocus Style and Stigma,西紅花,活血化瘀，涼血解毒，解鬱安神。用於經閉症瘕、產後瘀阻、溫毒發斑、憂鬱痞悶、驚悸發狂。,甘，平。,以身長，色紫紅，滋潤而有光澤，黃色花柱少，味辛涼者為佳。,本品呈線形，三分枝，長約3cm暗紅色，上部較寬而略扁平，頂端邊緣顯不整齊的街狀，內側有一短裂隙，下端有時殘留一小段黃色花柱。體輕，質鬆軟。無油潤光澤，乾燥後質脆易斷。氣特異，微有刺激性，味微苦。
0321,Winteersweet Flower Bud,臘梅花,解毒清熱；理氣開鬱。主暑熱煩渴；頭暈；胸悶脘痞；梅核氣；咽喉腫痛。,辛，甘。,以花心色正、完整飽滿而未開放者為佳。,乾燥花蕾呈圓形、矩形或倒卵形，長1~1.5cm，寬約0.4~0.8cm，花被疊合作花芽狀，棕黃色，下半部由多數膜質鱗片所包，鱗片黃褐色，略呈三角形，有微毛。氣香，味微甜，後苦，稍有油膩感。商品有二種：素心蠟梅：花心黃色，重瓣，花瓣圓而大，朵大。紅心蠟梅：花心紅色，單瓣，花瓣狹而尖，朵小，質較次。
0322,Japanese Inula Flower,旋覆花,降氣，消痰，行水，止嘔。用於風寒咳嗽，痰飲蓄結，胸膈痞滿，喘咳痰多，嘔吐噫氣，心下痞硬。,苦，辛、咸，微溫。,以朵大、金黃色、有白絨毛、無枝梗者為佳。,本品呈扁球形或類球形，直徑1~2cm。總苞由多數苞片組成，呈覆瓦狀排列，苞片披針形或條形，灰黃色，長4~11mm；總苞基部有時殘留花梗，苞片及花梗表面被白色茸毛，舌狀花1列，黃色，長約1cm，多捲曲，常脫落，先端3齒裂；管狀花多數，棕黃色，長約5mm，先端5齒裂；子房頂端有多數白色冠毛，長5~6mm。有的可見橢圓形小瘦果。體輕，易散碎。氣微，味微苦。
0323,Chinese Arborviae Twig and Leaf,側柏葉,涼血，止血，祛風濕，散腫毒。治吐血、衄血、尿血、血痢、腸風、崩漏，風濕痹痛，細菌性痢疾，高血壓，咳嗽，丹毒，痄腮，燙傷。,苦、澀，寒。,以葉嫩、青綠色，無碎末者為佳。,多有分支，小且長短不一，為鱗片狀。顏色為紅褐色。表面可見葉相互對生，斷面黃白色。質地鬆脆、易被折斷。莖枝類圓柱形，紅棕色；小枝扁平，直徑1~2mm。葉細小鱗片狀，交互對生，貼伏於枝上，深綠色或黃綠色。質脆。氣清香，味苦澀、微辛。
0324,Chinese Arborviae Twig and Leaf,,涼血，止血，祛風濕，散腫毒。治吐血、衄血、尿血、血痢、腸風、崩漏，風濕痹痛，細菌性痢疾，高血壓，咳嗽，丹毒，痄腮，燙傷。,苦、澀，寒。,以葉嫩、青綠色，無碎末者為佳。,多有分支，小且長短不一，為鱗片狀。顏色為紅褐色。表面可見葉相互對生，斷面黃白色。質地鬆脆、易被折斷。莖枝類圓柱形，紅棕色；小枝扁平，直徑1~2mm。葉細小鱗片狀，交互對生，貼伏於枝上，深綠色或黃綠色。質脆。氣清香，味苦澀、微辛。
0325,Indigowoad Leaf,大青葉,清熱，解毒，涼血，止血。治溫病熱盛煩渴，流行性感冒，急性傳染性肝炎，菌痢，急性胃腸炎，急性肺炎，丹毒，吐血，衄血，黃疸，痢疾，喉痹，口瘡，癰疽腫毒。,苦，寒。,以葉大、無柄、色暗灰綠者為佳。,乾燥葉皺編成團塊狀，有時破碎，呈灰綠色或黃棕色。完整的葉呈長橢圓形至長圓狀倒披針形，長4~11cm，寬1~3cm，全緣或微波狀；先端鈍尖，基部漸狹，延成翼狀，上面有時可見點狀突起，下面中脈明顯。葉柄長5~7cm，腹面稍凹下。質脆易碎。氣微弱，味稍苦。
0326,Eucommia ulmoides Oliv,杜仲葉,補肝腎，強筋骨。用於肝腎不足，頭暈目眩，腰膝酸痛，筋骨痿軟。,微辛，溫。,以完整、黃綠色、無雜質者為佳。,杜仲葉面呈橢圓形或卵形，長7~15cm，寬3.5~7cm。表面黃綠色或黃褐色，微有光澤。先端漸尖，基部圓形成廣楔形，邊緣有鋸齒，具短葉柄。質脆，搓之易碎，折斷面有少量銀白色橡膠絲相連。氣味，味微苦。
0327,Sanna Leaf,番瀉葉,瀉熱行滯，通便，利水。用於熱結積滯，便秘腹痛，水腫脹滿。,甘、苦，寒。,以葉大、完整、色綠、梗少者為佳。,尖葉番瀉葉：呈披針形或長卵形，略捲曲，葉端短尖或微凸，葉基不對稱，兩面均有細短毛茸。
0328,Chinese Holly Leaf,枸骨葉,補肝腎，養氣血，祛風濕。用於肺癆咳嗽、勞傷失血、腰膝痿弱、風濕痹痛、跌打損傷。,苦，涼。,以色綠、葉大者為佳。,本品呈類長方形或矩圓狀長方形，偶有長卵圓形，長3~8cm，寬1.5~4cm。先端具3 枚較大的硬刺齒，頂端1枚常反曲，基部平截或寬楔形，兩側有時各具刺齒1~3枚，邊緣稍反卷；長卵圓形葉常無刺齒。上表面黃綠色或綠褐色，有光澤，下表面灰黃色或灰綠色。葉脈羽狀，葉柄較短。革質，硬而厚。無臭，味微苦。
0329,Hindu Lotus Leaf,荷葉,清熱解暑，升發清陽，涼血止血。用於暑熱煩渴，暑濕泄瀉，脾虛泄瀉，血熱吐衄，便血崩漏。,苦，平。,以葉大、整潔、色綠者為佳。,荷葉葉多折成半圓形或扇形，展開後呈類圓形，直徑20~50cm，全緣或稍波狀。上表面深綠色或黃綠較粗糙；下表面淡灰棕色，較光滑，有粗脈21~22條，處中心向四周射出，中心有突起的葉西峽錢基。質脆，易破碎。微有清香氣，味微苦。
0330,PaniculateJasminorangeTwig and Leaf,九里香,行氣止痛，活血散瘀。用於胃痛，風濕痹痛；外治牙痛，跌撲腫痛，蟲蛇咬傷。,辛、微苦，溫，有小毒。,以葉多、色綠、香氣濃者為佳。,千里香：小葉片呈卵形或橢圓形，最寬處在中部或中部以下，長2~8cm，寬1~3cm，先端漸尖或短尖。
0331,Dogbane Leaf,羅布麻葉,平肝安神，清熱利水。用於肝陽眩暈，心悸失眠，浮腫尿少；高血壓病，神經衰弱，腎炎浮腫。,甘、苦，涼。,以完整、色綠者為佳。,多皺縮捲曲，有的破碎，完整葉片展平後呈橢圓狀披針形或卵圓狀披針形，長2~5cm，寬0.5~2cm，淡綠色或灰綠色，先端鈍，有小芒尖，基部鈍圓或楔形，邊緣具細齒，常反卷，兩面無毛，葉脈於下表面突起；葉柄細，長約4mm。質脆。氣微，味淡。
0332,Hempleaf Negundo Chastetree Leaf,牡荊葉,解表化濕，祛痰平喘；解毒，祛風解表，除濕，殺蟲，止痛。主治傷風感冒，咳嗽哮喘；胃痛；腹痛；暑濕瀉痢；腳氣腫脹；風疹瘙癢；腳癬；乳癰腫痛；蛇蟲咬傷。,辛、苦，平。,以香氣濃、色綠者為佳。,本品為掌狀複葉，小葉5片或3片，披針形或橢圓狀披針形，中間小葉長5~10cm，寬2~4cm，兩側小葉依次漸小，先端漸尖，基部楔形，邊緣具粗鋸齒；上表面綠色，下表面淡綠色，兩面沿葉脈有短茸毛，嫩葉下表面毛較密；總葉柄長2~6cm，有一淺溝槽，密被灰白色茸毛。氣芳香，味辛微苦。
0333,Loquat Leaf,枇杷葉,清肺止咳，降逆止嘔。　肺熱咳嗽，氣逆喘急，胃熱嘔吐，噦逆。,苦，微寒。,以完整、葉厚、色綠者佳。,葉片長橢圓形，長12~30cm，寬4~9cm。上表面淡棕綠色、黃綠色或紅棕色，有光澤。下表面灰綠色或棕黃色，密佈灰棕色絨毛。葉脈呈羽毛狀兩側斜生，中間主脈呈棕黃或棕紅色，顯著突起。葉先端漸尖，周邊有疏鋸齒。葉柄極短，被黃棕色或棕黑色絨毛。葉厚革質，質脆易碎。微有清香氣，味微苦。
0334,Mulberry Leaf,桑葉,疏散風熱，清肺潤燥，平抑肝陽，清肝明目，涼血止血。,甘、苦，寒。,以色黃綠且葉大者為佳。,多皺縮，破碎。完整者有柄，葉片上面黃綠色或淺黃棕色，有的有小疣狀突起；下表面色較淺，葉脈突起，小脈網狀，脈上被疏毛，脈基具簇毛。質脆。氣微，味淡、微苦、澀。
0335,Howthorn Leaf,山楂葉,止癢，斂瘡，降血壓。主漆瘡，潰瘍不斂，高血壓病。,酸，平。,以葉多、色綠、氣清香者為佳。,奇數羽狀複葉多不完整，葉柄及葉軸較粗，淡黃色棕色。小葉片多皺縮破碎，完整者寬披針形，不等邊，略呈鐮狀彎曲。長4~11cm，寬2~4cm，上表面灰綠色，下表面黃綠色，邊緣有重鋸齒，薄革質。氣微清香，味淡。
0336,Japanese Felt Fern,石韋,利尿通淋，清熱止血。用於熱淋，血淋，石淋，小便不通，淋瀝澀痛，吐血，衄血，尿血，崩漏，肺熱喘咳。,甘、苦，微寒。,以葉片完整、葉厚而大、背面色發紅且有小點者為佳。,有柄石韋：葉片多捲曲呈筒狀，展平後呈長圓形或卵狀長圓形，長3~8cm，寬1~2.5cm。基部楔形，對稱。下表面側脈不明顯，佈滿孢子囊群。葉柄長3~12cm，直徑約1mm。
0337,Ginkgo Leaf,銀杏葉,斂肺，平喘，活血化瘀，止痛。用於肺虛咳喘；冠心病，心絞痛，高血脂，抗凝固，有一定概率提高記憶力。,甘、苦、澀，平。,以平整、無雜質者為佳。,本品多皺折或破碎，完整者呈扇形，長3~12cm，寬5~15cm。黃綠色或淺棕黃色，上緣呈不規則的波狀彎曲，有的中間凹入，深者可達葉長的4/5。具二叉狀平行葉脈，細而密，光滑無毛，易縱向撕裂。葉基楔形葉柄長2~8cm。體輕。氣微，味微苦。
0338,Cultibated Purple Perilla Leaf,紫蘇葉,發表，散寒，理氣，和營。治感冒風寒，惡寒發熱，咳嗽，頭痛無汗，氣喘，胸腹脹滿，嘔惡腹瀉，咽中梗阻，妊娠惡阻，胎動不安。並能解魚蟹毒。,辛，微溫。,以葉大、色紫、不碎、香氣濃、無枝梗者為佳。,乾燥完整的葉呈卵形或圓卵形，多數皺縮捲曲，或已破碎，兩面均棕紫色，或上面灰綠色，下面棕紫色，兩面均有稀毛；先端尖，邊緣有鋸齒，基部近圓形，有柄，質薄而脆。切碎品多混有細小莖枝。莖四方形，有槽，外皮黃紫色，有時剝落，木質部黃白色，中央有白色疏鬆的髓。氣芳香，味微辛。
0339,Fortune Windmillpalm Petiole,棕櫚,收斂止血。用於吐血，衄血，尿血，便血，崩漏。,苦、澀，平。,以質硬而韌，不易折斷者為佳。,本品呈長條板狀，一端較窄而厚，另端較寬而稍薄，大小不等。表面紅棕色，粗糙，有縱直皺紋；一面有明顯的凸出纖維，纖維的兩側若生多數棕色茸毛。質硬而韌，不易折斷，新面纖維性。氣微，味淡。
0340,Liy Bulb,百合,養陰潤肺，清心安神。用於陰虛久咳，痰中帶血，虛煩驚悸，失眠多夢，精神恍惚。,甘，寒。,以瓣勻肉厚、色黃白、質堅、筋少者為佳。,細葉百合：鱗葉長約5.5cm，寬約2.5cm，厚至3.5mm，色較暗，脈紋不太明顯。
0341,Denesefruit Pittany Root - bark,白鮮皮,清熱燥濕；祛風止癢；解毒。主治風熱濕毒所致的風疹；濕疹；疥癬；黃疸；濕熱痹。,苦、鹹，寒。,以條大、肉厚、包灰白、斷面分居者為佳。,白鮮根皮呈捲筒狀，長5~15cm，直徑1~2cm，厚2~5mm。外表面灰白色或淡灰黃色，具細縱皺紋及細根痕，常有突起的顆粒狀小點；內表面類白色，有細縱紋。質脆，折斷時有粉塵飛揚，斷面不平坦，略呈層片狀，剝去外層，對光可見閃爍的小亮點。有羊膻氣，味微苦。
0342,Heaven Ailanthus Root - bark or Bark,椿皮,清熱燥濕，收澀止帶，止瀉，止血。用於赤白帶下，濕熱瀉痢，久瀉久痢，便血，崩漏。,苦、澀，寒。,以無粗皮、肉厚、內面黃白色者為佳。,乾皮多呈扁平塊狀，厚3~5mm或更厚；外表面暗灰色至灰黑色，具不規則縱橫裂，皮孔大，去栓皮後呈淡棕黃色；折斷面顆粒性。
0343,Chinese Wolfberry Root - bark,地骨皮,涼血除蒸，清肺降火。用於陰虛潮熱、骨蒸盜汗、肺熱咳嗽、咯血、衄血。,甘，寒。,以塊大、肉厚、無木心與雜質者為佳。,乾燥根皮為短小的筒狀或槽狀卷片，大小不一，一般長3~10cm，寬0.6~1.5cm，厚約3mm。外表面灰黃色或棕黃色，粗糙，有錯雜的縱裂紋，易剝落。內表面黃白色，較平坦，有細縱紋。質輕脆，易折斷，斷面不平坦，外層棕黃色，內層灰白色。臭微。味微甘。
0344,Eucommia Bark,杜仲,補肝腎，強筋骨，安胎。治腰脊酸疼，足膝痿弱，小便余瀝，陰下濕癢，胎漏欲墮，胎動不安，高血壓。,甘，溫。,以皮厚而大，糙皮刮淨，外面黃棕色，內面黑褐色而光，折斷時白絲多者為佳。,乾燥樹皮，為平坦的板片狀或卷片狀，大小厚薄不一，一般厚約3~10mm，長約40~100cm。外表面灰棕色，粗糙，有不規則縱裂槽紋及斜方形橫裂皮孔，有時可見淡灰色地衣斑。但商品多已削去部分糙皮，故外表面淡棕色，較平滑。內表面光滑，暗紫色。質脆易折斷，斷面有銀白色絲狀物相連，細密，略有伸縮性。氣微，味稍苦，嚼之有膠狀殘餘物。
0345,Chinese Corktree Bark,關黃柏,清熱燥濕，瀉火除蒸，解毒療瘡。用於濕熱瀉痢、黃疸、帶下、熱淋、腳氣、骨蒸勞熱、盜汗、遺精、瘡瘍腫毒。,苦，寒。,以皮厚斷面黃色者為佳。,藥材呈板狀，長寬不一，厚2~4mm。外表面黃綠色或淡棕黃色，較平坦，有不規則的縱裂紋，皮孔痕小而少見，偶有灰白色的粗皮殘留。內表面黃色或黃棕色。體輕，質較硬，斷面鮮黃色或黃綠色，纖維性，有的呈裂片裝分層。氣微，味極苦，嚼之有粘性。
0346,Amur Corktree Bark,黃柏,清熱燥濕，瀉火除蒸，解毒療瘡。用於濕熱瀉痢，黃疸，帶下，熱淋，腳氣，骨蒸勞熱，盜汗，遺精，瘡瘍腫毒，濕疹瘙癢。,苦，寒。,以皮厚斷面黃色者為佳。,呈板片狀或淺槽狀，長寬不一，厚3~6mm。外表面黃褐色或黃棕色，平坦或具縱溝紋，有的可見皮孔痕及殘存的灰褐色粗皮。內表面暗黃色或淡棕色，具細密的縱棱紋。體輕，質硬，斷面纖維性，呈裂片狀分層，深黃色。氣微，味甚苦，嚼之有粘性。
0347,Officinal Magnolia Bark,厚樸,行氣消積；燥濕除滿；降逆平喘。主治食積氣滯；腹脹便秘；濕阻中焦，脘痞吐瀉；痰壅氣逆；胸滿喘咳。,苦、辛，溫。,均以皮厚、肉細、油性大，斷面紫棕色、有小亮星、氣味濃厚者為佳。,枝皮 (枝樸) ：呈單筒狀，長10~20cm，厚1~2mm。外表面灰褐色，內表面黃棕色。質脆，易折斷，斷面纖維性。
0348,Chinaberry - Tree Bark,苦楝皮,清熱，燥濕，殺蟲。治蛔蟲，蟯蟲，風疹，疥癬。,苦，寒，有毒。,以乾燥、皮厚、條大、無槽朽、去栓皮者為佳。,樹皮：呈槽形的片狀或長捲筒狀。長短不一，長約30~100cm，寬3~10cm，厚3~7mm，外表面灰褐色或灰棕色，較平坦，有多數縱向裂紋及橫向延長的皮孔。內表面白色或淡黃色。質堅脆，易折斷，斷面纖維性層片狀。氣味與根皮同。
0349,Tree Peony Root - bark,牡丹皮,清熱涼血；活血散瘀。溫熱病熱入血分；發斑；吐衄；熱病後期熱伏陰分發熱；陰虛骨蒸潮熱；血滯經閉；痛經；癰腫瘡毒；跌撲傷痛；風濕熱痹。,苦、辛，微寒。,以條粗長、皮厚、無木心、斷面粉白色、具粉性、“亮銀星”多、香氣濃者為佳。,呈筒狀或半筒狀，有縱剖開的縫，略向內捲曲或張開，長5~20cm，直徑0.5~1.2cm，厚0.1~0.4cm。原丹皮外表面灰褐色或黃褐色，有多數橫長皮孔及細根痕，栓皮脫落處粉紅色；刮丹皮粉紅色或淡紅色。內表面淡灰黃色或淺棕色，有明顯的細縱紋，常見發亮的結晶 (系針、柱狀牡丹酚結晶) 。質硬而脆，易折斷。斷面較平坦，淡粉紅色，粉性，紋理不明顯。氣芳香，味微苦而澀，有麻舌感 。
0350,Ash Bark,秦皮,清熱燥濕，清肝明目，收澀止痢，止帶。用於熱毒瀉痢，帶下陰癢，肝熱目赤腫痛，目生翳障。,苦，寒。,以條長、外皮薄而光滑者為佳。,幹皮：為長條狀塊片，厚3~6mm。外表面灰棕色，有紅棕色圓形或橫長的皮孔及龜裂狀溝紋。質堅硬，斷面纖維性較強。
0351,Cassia Bark,肉桂,補火助陽，引火歸源，散寒止痛，活血通經。暖脾胃，除積冷，通血脈。治命門火衰，肢冷脈微，亡陽虛脫，腹痛泄瀉，寒疝奔豚，腰膝冷痛，經閉症瘕，陰疽，流注，及虛陽浮越，上熱下寒。,辛、甘，大熱。,以完整不碎、皮厚體重、外表面具細皺紋，油性大、香氣濃者為佳。,桂碎：大小不規則片塊狀或短捲筒狀，外皮灰棕色，斷面和內皮呈棕色或棕褐色，氣香，味甜辣。
0352,White Mulberry Root - bark,桑白皮,瀉肺平喘，利水消腫。用於肺熱咳喘，面目浮腫，小便不利等症。,甘，寒。,以色白、皮厚、粉性足者為佳。,長片狀槽狀形，左右兩邊向內捲曲，卷邊呈半筒形，槽的中呈長而扭曲的板片狀，筒狀或兩邊向內卷成槽狀，長短寬窄不一，厚0.1~0.5cm。外表面淡黃白色，有少數棕黃色或紅棕色斑點 (殘留栓皮)，內表面黃白色或灰黃色，平滑，有細縱紋，有的縱向裂開，露出纖維。體輕質韌，難折斷，易縱向撕裂，撕裂時有白色粉塵飛出，氣微，味微甜。
0353,Golden Larch Root - bark or Bark,土荊皮,殺蟲，止癢。用於疥癬瘙癢。,辛，溫，有毒。,以皮厚、條長、堅實者為佳。,本品根皮呈不規則的長條狀，扭曲而稍卷，大小不一，厚2~5mm。外表面灰黃色，粗糙，有皺紋及灰白色橫向皮孔，粗皮常呈鱗片狀剝落，剝落處紅棕色。內表面黃棕色至紅棕色，平坦，有細緻的縱向紋理。質韌，折斷面呈裂片狀，可層層剝離。氣微，味苦而澀。樹皮呈板片狀，厚約至8mm，粗皮較厚，外表面龜裂狀，內表面較粗糙。
0354,SlenderstyleAcanthopanax Root - bark,五加皮,祛風除濕，補益肝腎，強筋壯骨，利水消腫。用於風濕痹病，筋骨痿軟，小兒行遲，體虛乏力，水腫，腳氣。,辛、苦，溫。,以皮厚、氣香、斷面灰白色為佳。,本品呈不規則捲筒狀。外表面灰揭色，有稍扭曲的縱皺紋和橫長皮孔樣斑痕；內表皮淡黃色或灰黃色，有細縱紋。體輕，質脆，易折斷，斷面不整齊，灰白色，氣微香，味微辣而苦。
0355,Chinese Silkvine Root - bark,香加皮,利水消腫，祛風濕，強筋骨。用於下肢浮腫、心悸氣，風寒濕痹，腰膝酸軟。,辛、苦，溫，有毒。,以條粗、皮厚、呈捲筒狀、無木心、香氣濃濁、味苦者為佳。,呈捲筒狀，少數為不規則卷片，厚2~4mm。外表面灰棕色或黃棕色，栓皮易鱗片狀剝落而現黃白色內皮；內表面淡黃色或紅棕色，有細縱紋。質脆，斷面不整齊，淡黃色。有特異香氣，味苦。
